,_id,consommation_energie,classe_consommation_energie,estimation_ges,surface_thermique_lot,classe_estimation_ges,annee_construction,tr002_type_batiment_description,code_insee_commune_actualise,geo_adresse,consommation_surface_ratio
6458,S-HPlKmsdfkfXsVVKeoQI,214.65,4.0,35.83,89.0,4.0,1982.0,Maison Individuelle,28122,19 Rue de Chavigny 28360 Dammarie,2.411797752808989
6459,inIOykkqyAMf16U2Tc2Cg,488.54,7.0,28.21,29.99,4.0,1949.0,Logement,29232,2 Rue Julien Coic 29000 Quimper,16.290096698899635
6461,EEmRrR70ozAzjzhOncPl2,166.8,4.0,6.09,66.41,2.0,2010.0,Logement,20033,Residence la Closerie des Chenes 20200 Bastia,2.5116699292275264
6463,wcDqbG_55I06o_9XOd0Ox,209.66,4.0,10.91,176.77,2.0,1970.0,Maison Individuelle,31075,Route de Tourneris 31470 Bonrepos-sur-Aussonnelle,1.1860609831985065
6464,XSpD_pQMY9ZpzQKGP3VCQ,185.95,4.0,43.51,70.1,5.0,1982.0,Maison Individuelle,32160,1 Place Jean de Pins 32600 L'Isle-Jourdain,2.652639087018545
6466,ypyoYB-ISMFjxQ__83N3l,244.99,5.0,11.2,34.0,3.0,1982.0,Logement,34172,15 Place Alphonse Laveran 34090 Montpellier,7.205588235294118
6469,wPKXyIxbFQrwt36A7zAQc,251.59,5.0,13.14,78.0,3.0,1996.0,Maison Individuelle,37009,Plaine de la Faucherie 37110 Autrèche,3.2255128205128205
6470,6DBvBwnRvPzZyLgST0qr8,252.0,5.0,36.0,143.0,5.0,1948.0,Maison Individuelle,38215,31 Impasse du Puits 38200 Luzinay,1.7622377622377623
6477,G3q8mM56z5c8mk6wjAeWe,325.6,5.0,18.08,76.48,3.0,1974.0,Maison Individuelle,45046,11 Rue des Prunus 45140 Boulay-les-Barres,4.2573221757322175
6478,j8Z4pQffN25kVuJ388ID8,245.0,5.0,10.0,124.0,2.0,1989.0,Maison Individuelle,46110,Le Bourg 46240 Cœur de Causse,1.9758064516129032
6481,fsJ002pNujCasc3zQuJVb,168.45,4.0,34.26,139.0,4.0,1948.0,Maison Individuelle,49282,Rue de la guichardière 49700 Doué-en-Anjou,1.2118705035971222
6482,LMSv8soxuLJvWUi56wzIf,398.0,6.0,24.0,82.78,4.0,1978.0,Maison Individuelle,50130,2 Route de la Nouette 50800 Chérencé-le-Héron,4.807924619473303
6485,YIvZ_FXrm9HCwFcJ6Yg4i,302.39,5.0,14.53,88.36,3.0,1988.0,Maison Individuelle,53034,21 Rue du Plessis Nonain 53960 Bonchamp-lès-Laval,3.4222498868266182
6493,hNW0vcfAySDBFcWn3xfoO,215.56,4.0,47.48,74.0,5.0,1948.0,Maison Individuelle,61036,Lieu Dit Saint Clair 61500 Belfonds,2.912972972972973
6496,Pnk0WSEb2-x1ZiWJS_28B,227.98,4.0,53.35,37.76,5.0,1972.0,Logement,64445,7 rue Carrère 64000 Pau,6.03760593220339
6498,3az1_HSnGddyrmJIpXvf-,243.57,5.0,10.76,26.0,2.0,1970.0,Logement,66037,11 Avenue Mediterranee 66140 Canet-en-Roussillon,9.368076923076924
6499,zapfyBm2QdmBUW1idnTRk,365.88,6.0,85.61,69.0,7.0,1950.0,Logement,67011,33 Rue Principale 67390 Artolsheim,5.302608695652173
6500,lRp9MaTqAYsColXUtuGhs,253.45,5.0,59.31,33.0,6.0,2012.0,Logement,68083,Rue du Maréchal de Lattre de Tassigny (Pont) Flers-en-Escrebieux,7.68030303030303
6501,YBHzzg49Esccs3Ig0Ch7U,201.07,4.0,47.05,2544.0,5.0,1973.0,Bâtiment collectif à usage principal d'habitation,69386,28 Rue Lieutenant Colonel Girard 69007 Lyon,0.07903694968553458
6506,VdqpAlr08RbInx6Y3SIfl,121.0,3.0,33.0,67.0,4.0,2006.0,Logement,74380,Chemin du Château Saint-Rome-de-Cernon,1.8059701492537314
6507,jQ7Si3fGc8ST6Vs_deMgw,162.0,4.0,38.0,104.0,5.0,1947.0,Logement,75017,154 Rue de Verdun 94500 Champigny-sur-Marne,1.5576923076923077
6508,XignaWWnoQ-2jxlezu07C,242.2,5.0,5.19,79.0,1.0,1948.0,Maison Individuelle,76339,1 Route de Cleuville 76450 Le Hanouard,3.0658227848101265
6510,k-k_LqPe6N0LJjvum0M51,265.65,5.0,61.58,137.0,6.0,1977.0,Maison Individuelle,78537,47 Rue de Nuisement 78730 Saint-Arnoult-en-Yvelines,1.9390510948905109
6511,d477kGSHZ5BuG7aQ1msac,290.92,5.0,9.47,63.39,2.0,1900.0,Maison Individuelle,79034,29 Rue de la Chaine 79000 Bessines,4.589367408108535
6514,JwjKTwsHzZCsrrnw0xJhm,47.57,1.0,1.15,88.5,1.0,2013.0,Maison Individuelle,82027,21 Rue des Eglantiers 82370 Campsas,0.5375141242937853
6515,YwNVpwbVr_20B6FtA8SLe,110.1,3.0,3.56,88.6,1.0,2003.0,Logement,83069,12 Avenue 1ère Division Brosset 83400 Hyères,1.242663656884876
6517,OOsGADL_SVZ2vmWy33OdM,219.57,4.0,46.55,94.8,5.0,1950.0,Maison Individuelle,85003,13 Rue jean baptiste soûlard 85190 Aizenay,2.3161392405063292
6520,CFqsMJLuw7GXmWalI_HC_,227.03,4.0,11.05,91.87,3.0,2005.0,Logement,88037,20 Cd 34 de Planois 88120 Basse-sur-le-Rupt,2.4712093175138783
6522,vq86HGPfXH51zVlHSM4fY,223.17,4.0,52.22,67.5,5.0,1960.0,Logement,90010,8 Rue de Prague 90000 Belfort,3.306222222222222
6524,TGw7i4yzT1IFPzM5LujIB,156.0,4.0,36.0,89.0,5.0,1.0,Logement,92380,Rue des Quatres Vents (Pont) Grimaud,1.752808988764045
6525,bq275ADCLZkRafjYRt8sU,269.57,5.0,63.08,58.0,6.0,1974.0,Logement,93032,Rue Raymond Poincare 93220 Gagny,4.647758620689655
6527,CQRzvahVgjK88IfTWu8Wc,622.01,7.0,34.68,21.5,4.0,1950.0,Logement,95210,5 Rue Saint Charles 95880 Enghien-les-Bains,28.930697674418603
6531,yJpeQyHksoKExecREYaMj,424.36,6.0,21.33,82.63,4.0,1982.0,Maison Individuelle,04045,Avenue des Plantiers 04280 Céreste,5.13566501270725
6534,kB14JXIthuJQ-8lERHgto,156.73,4.0,31.1,181.0,4.0,1948.0,Maison Individuelle,07265,80 Chemin du Rivet 07100 Saint-Marcel-lès-Annonay,0.8659116022099447
6535,H0Mv0jwdLtGdCBq6kRR40,144.0,3.0,39.0,144.0,5.0,1974.0,Maison Individuelle,08220,3 Rue du Four 08310 Hauviné,1.0
6537,XyOBsvVrpJmGE7ryHZsFu,57.94,2.0,13.56,935.44,3.0,2006.0,Maison Individuelle,10115,1 Rue de la République 10150 Creney-près-Troyes,0.06193876678354571
6540,xQQq3nwq2LrHkUQtz-aS4,229.16,4.0,53.62,40.02,5.0,1949.0,Logement,13055,10 Rue Auguste Blanqui 13006 Marseille,5.726136931534232
6541,29ERsEq5-VEGEqhDwHTIT,688.0,7.0,41.0,29.42,5.0,1948.0,Logement,14724,18 Rue d'Hastings 14390 Varaville,23.38545207341944
6543,IP4QGyjWKlba6_bQ6_Yh8,195.91,4.0,45.84,48.0,5.0,1984.0,Maison Individuelle,16028,24 Rue Maurice Guèrive 16300 Barbezieux-Saint-Hilaire,4.081458333333333
6547,cqXBTbCYZBbN1GVvQ05Nk,153.51,4.0,35.92,74.11,4.0,1974.0,Logement,21231,29 Boulevard François Pompon 21000 Dijon,2.07138038051545
6551,u0z4Jm31JDkWkXEXal6JC,501.0,7.0,130.0,54.0,7.0,1948.0,Logement,25120,6 Rue Haute 25330 Chantrans,9.277777777777779
6552,0Sgi5vCPQrDBaKXnOG3Vk,277.0,5.0,9.0,170.0,2.0,1947.0,Maison Individuelle,26290,route de beure 26420 Saint-Agnan-en-Vercors,1.6294117647058823
6555,wERsH0Ng2wICWOtzpJDsp,217.33,4.0,58.03,141.3,6.0,1948.0,Maison Individuelle,29280,Cosquer 29560 Telgruc-sur-Mer,1.5380750176928522
6557,3no6LlytB0Klo0mSUEveX,203.72,4.0,6.63,37.99,2.0,1940.0,Logement,20033,21ter Rue César Campinchi 20200 Bastia,5.362463806264806
6558,z20BKLaoXXzPTD9oKjhjG,113.09,3.0,26.46,70.92,4.0,1990.0,Logement,30189,111 Chemin du Golf 30900 Nîmes,1.5946136491821772
6560,145NqzfhwgKO_B_EmOG7t,141.18,3.0,42.35,81.0,5.0,1900.0,Maison Individuelle,32426,20 Avenue des Pyrénées 32260 Seissan,1.742962962962963
6562,EaLWWSfFYSyX-KsWBbUOJ,167.43,4.0,6.84,97.0,2.0,2001.0,Maison Individuelle,34050,Rue des Chenes 34130 Candillargues,1.7260824742268042
6565,x5XUuvmtEZxwphMvLzB9z,236.51,5.0,64.8,113.0,6.0,1974.0,Maison Individuelle,37122,35 Rue des Martyrs 37300 Joué-lès-Tours,2.093008849557522
6566,Twx_6qhBI0GbOaB0SpHc8,316.0,5.0,15.0,115.0,3.0,1978.0,Maison Individuelle,38450,Chemin de la Roche 38210 Saint-Quentin-sur-Isère,2.747826086956522
6567,aA1x2Y4xcEHE7ObVY05Vb,319.07,5.0,49.25,111.48,5.0,1930.0,Maison Individuelle,39439,4 Chemin de Bauquet 39600 Port-Lesney,2.862127735916756
6569,laSJzaUrJUbwx7kiqyqOB,482.0,7.0,112.0,71.17,7.0,1975.0,Maison Individuelle,41200,18 Rue du Chatelet 41100 Sainte-Anne,6.77251650976535
6575,ZWdSNHkQ7cFaIz4mFoXKH,216.3,4.0,22.61,130.0,4.0,1972.0,Maison Individuelle,47024,Castecu 47200 Beaupuy,1.663846153846154
6578,v-0fcTMD5ZjcCosgBfWLm,257.0,5.0,13.0,111.0,3.0,1989.0,Maison Individuelle,50330,3 Rue Bontemps-surville 50250 La Haye,2.315315315315315
6580,NjFCoZeKjO4JqgCq9zNqN,179.0,4.0,6.0,196.0,2.0,1974.0,Maison Individuelle,52064,66 Rue du Faubourg de France 52150 Bourmont-entre-Meuse-et-Mouzon,0.9132653061224489
6581,lOd2giWNwqu6vTffcVjqu,266.0,5.0,13.0,80.25,3.0,2006.0,Maison Individuelle,53200,5 Rue du Champ de la Lande 53100 Saint-Baudelle,3.3146417445482865
6582,L9YdVwH6I58VMMvYujDUv,268.0,5.0,62.0,111.3,6.0,1948.0,Maison Individuelle,54120,20bis Rue du Progrés 54113 Charmes-la-Côte,2.4079065588499553
6585,44wwBd_DpmFNRAn3rl_NR,200.96,4.0,47.02,73.44,5.0,1949.0,Logement,57441,12 Rue Jean de Pange 57100 Manom,2.7363834422657956
6586,dpGhfXKiHq1BkwH0oVgmP,265.0,5.0,53.0,168.68,5.0,1974.0,Maison Individuelle,58194,11 Rue Louis Vicat 58000 Nevers,1.5710220535926014
6587,_OxVfcyRJ0Az3BmCgBRAy,326.69,5.0,76.44,79.2,6.0,1951.0,Maison Individuelle,59033,49 Rue des Fleurs 59620 Aulnoye-Aymeries,4.124873737373737
6588,urHKiiyj3xG4QpzpZx5XW,428.0,6.0,13.0,52.0,3.0,1947.0,Maison Individuelle,60510,Rue Pierre et Marie Curie (Pont) Villiers-au-Bouin,8.23076923076923
6590,sBmFTTTUv43xUbxovvcMb,340.35,6.0,66.98,152.5,6.0,1930.0,Maison Individuelle,62617,62 Rue de Sailly 62290 Nœux-les-Mines,2.231803278688525
6592,j7C6WLVQYHO9EptrOCg_D,206.64,4.0,48.35,127.2,5.0,1950.0,Maison Individuelle,64037,8 Chemin des Palombières 64230 Arbus,1.6245283018867922
6594,gkjRRQYQ-NVU-KjJjn10e,163.95,4.0,7.39,86.26,2.0,2003.0,Maison Individuelle,66136,99 Avenue Docteur Albert Schweitzer 66000 Perpignan,1.9006492000927426
6595,ZZykADkaizSYz2M61Ts5n,228.0,4.0,14.0,81.52,3.0,2001.0,Logement,67110,Rue des Lilas 67360 Durrenbach,2.796859666339549
6596,Ed3TYA08cuJu7RYMceOSG,183.24,4.0,42.88,56.0,5.0,2012.0,Logement,68083,Rue du Maréchal de Lattre de Tassigny (Pont) Flers-en-Escrebieux,3.2721428571428572
6597,6I5O_HHdWHmMX4L08XhkU,328.05,5.0,76.76,1534.0,6.0,1973.0,Bâtiment collectif à usage principal d'habitation,69381,Rue Général de Sève 69001 Lyon,0.21385267275097786
6603,duIgyWDHy49H7b1iToKII,246.0,5.0,73.0,82.0,6.0,1947.0,Logement,75116,3 Rue Nicolo 75016 Paris,3.0
6604,nMZeNcqBkivf8UDGhZi1l,601.09,7.0,159.45,61.0,7.0,1948.0,Maison Individuelle,76752,468 Route de Tôtes 76760 Yerville,9.85393442622951
6606,OUjoHEBOdVjb8FyvtXpAs,275.04,5.0,7.35,66.33,2.0,1980.0,Logement,78423,4 Allée des Epines 78180 Montigny-le-Bretonneux,4.146540027137043
6608,0mU31fkOSIW4C7NEEuDw6,206.0,4.0,35.0,163.79,4.0,1947.0,Maison Individuelle,80190,12 Rue du Bois 80210 Chépy,1.2577080407839307
6610,jA8LYkW-UABQ6kE4DU922,51.9,2.0,1.2,89.05,1.0,2013.0,Maison Individuelle,82027,23 Rue des Chênes 82370 Campsas,0.5828186412128018
6612,EmkAYKw0ZsC2jhme6kTKV,843.87,7.0,27.47,24.0,4.0,1900.0,Logement,84007,4 Place du Cloitre Saint Pierre 84000 Avignon,35.16125
6617,qTHP7e9n672-7DHfo6EDy,221.36,4.0,10.8,88.01,2.0,2006.0,Maison Individuelle,89018,route des brûleries 89500 Armeau,2.5151687308260424
6620,_wmu8o8LYtRUpkENfpOrv,183.85,4.0,43.02,66.94,5.0,1970.0,Logement,92032,38 Rue des Saints Sauveurs 92260 Fontenay-aux-Roses,2.7464893934867045
6621,OSqqflVZM4S8JD5LgGGd6,199.84,4.0,54.76,150.0,5.0,1974.0,Maison Individuelle,93077,55 Rue Marc Vieville 93250 Villemomble,1.3322666666666667
6622,o7UosDda7GSL0brp0-Gps,210.09,4.0,49.16,51.81,5.0,1960.0,Logement,94046,20 Rue Marc Sangnier 94700 Maisons-Alfort,4.055008685581934
6623,9mh0f3p95cvrWwlMOUJV_,408.83,6.0,71.73,110.0,6.0,1974.0,Maison Individuelle,95351,25 Avenue des Tilleuls 95380 Louvres,3.7166363636363635
6632,MwDZgsGXnQ_FSNPJdyjuo,323.64,5.0,17.86,74.66,3.0,1970.0,Maison Individuelle,09006,Chemin de la Gourgue Corneilhan,4.334851326011251
6633,txaefqDl39KxQ9c30z9cx,57.94,2.0,13.56,935.44,3.0,2006.0,Maison Individuelle,10115,1 Rue de la République 10150 Creney-près-Troyes,0.06193876678354571
6636,ViEzp7R-IOecpdR-_YNSO,114.87,3.0,3.79,111.0,1.0,2008.0,Maison Individuelle,13103,80 Allee des Escalettes 13300 Salon-de-Provence,1.0348648648648648
6637,CvYQ2p1AwjH3eCnn8PDp8,260.0,5.0,13.0,73.79,3.0,2009.0,Logement,14220,17b Rue Hoche 14800 Deauville,3.523512671093644
6639,aoZMlgjSTTexmE5_XU9CG,87.76,2.0,20.54,288.0,3.0,1800.0,Maison Individuelle,16028,8 Rue Marcel Jambon 16300 Barbezieux-Saint-Hilaire,0.3047222222222222
6640,F_7qm2cpkkw_2z1zxrrzC,275.59,5.0,48.4,80.77,5.0,1974.0,Maison Individuelle,17485,16 Route des Allassins 17370 Le Grand-Village-Plage,3.4120341711031323
6642,YUawds5ZLSsrkSROtHakd,371.94,6.0,79.55,75.0,6.0,1974.0,Maison Individuelle,19272,Route de Champeau 19000 Tulle,4.9592
6643,16MaBPgzWWYDj7q_TZXJR,437.0,6.0,87.0,78.9,7.0,1958.0,Maison Individuelle,21300,12 Rue de Nachet 21410 Gissey-sur-Ouche,5.538656527249683
6644,swMwjvhcONsYzwAP2iIF6,149.0,3.0,44.0,100.0,5.0,1947.0,Maison Individuelle,22170,Le Bourg 22800 Plaine-Haute,1.49
6645,AEwBsvNSOxGXWPbUFeWD3,271.83,5.0,66.99,112.0,6.0,1974.0,Logement,23096,15 Avenue Gambetta 23000 Guéret,2.4270535714285715
6646,3r8LtD8wcVpi3ZrFBABEz,123.2,3.0,33.76,106.0,4.0,1948.0,Maison Individuelle,24001,Peyrat Est 24300 Abjat-sur-Bandiat,1.1622641509433962
6647,PGOHTQmJX21HiE0a4a0gm,331.51,6.0,15.54,157.0,3.0,1977.0,Maison Individuelle,25031,10 Rue de la Cité Heureuse 25400 Audincourt,2.111528662420382
6651,W3f6U0XR-uQRyYfCe2YUC,149.43,3.0,7.36,140.0,2.0,1974.0,Maison Individuelle,29269,2 Place du Centre 29380 Saint-Thurien,1.067357142857143
6654,8yK-XQ6C4_3VdtuoxyX_e,261.0,5.0,56.0,70.26,6.0,1974.0,Maison Individuelle,30135,8 Chemin des Mas 30300 Jonquières-Saint-Vincent,3.714773697694278
6655,dxy8OzgqHDqBGDUeyVlLq,456.24,7.0,23.26,19.86,4.0,1988.0,Logement,31555,29 Rue du Pouset 31400 Toulouse,22.97280966767372
6659,Bk_8dLgl48mGPvp22Ww7p,97.0,3.0,22.0,69.23,4.0,2001.0,Logement,35136,Rue François Mitterrand (Pont) Vierzon,1.4011266791853243
6661,bwDxmZuQbjSZGNMlU9OzJ,239.48,5.0,56.04,67.0,6.0,1982.0,Maison Individuelle,37123,16 Allée de la Fuye 37130 Langeais,3.574328358208955
6662,hNglvG8ZK_kPmMg9Mcm-n,285.47,5.0,45.93,48.82,5.0,1974.0,Logement,38185,5 Rue Henri Moissan 38100 Grenoble,5.847398607128227
6663,BS1hIqb0pIoq1mc3SdVEm,361.51,6.0,5.85,81.36,1.0,1948.0,Maison Individuelle,39021,129 Chemin de la Fontaine - Arthenas 39270 La Chailleuse,4.443338249754179
6664,usHcFke5tqWr7DgR9V1pI,443.0,6.0,14.0,132.0,3.0,1947.0,Maison Individuelle,40090,Route du Conte 40360 Donzacq,3.356060606060606
6667,_TvkMLNRq7-Q2sOCfB4Pg,342.88,6.0,80.23,173.0,6.0,1969.0,Maison Individuelle,43040,24 Rue Abbe Lespinasse 43100 Brioude,1.981965317919075
6670,w0_-q09uBD0078gQDFIiu,212.56,4.0,9.93,147.0,2.0,1973.0,Maison Individuelle,46095,11 Impasse de Galioffe 46090 Espère,1.445986394557823
6673,zRgqVoHWoUqaol1qafLVg,307.78,5.0,8.67,200.0,2.0,1948.0,Maison Individuelle,49083,Le Moulin de la Forge (Chaudron-en-Mauges) 49110 Montrevault-sur-Èvre,1.5389
6675,nGV5FOCNM0iBxfAPQt7O_,223.53,4.0,5.81,98.0,1.0,2006.0,Maison Individuelle,51440,42c Rue Saint Medard 51490 Pontfaverger-Moronvilliers,2.280918367346939
6676,SjHudeuMwnlRSPh5YsN2f,325.0,5.0,72.0,80.0,6.0,1956.0,Maison Individuelle,52172,5 Rue de la Blaise 52110 Dommartin-le-Saint-Père,4.0625
6678,_7BFPDXBX88iuW9A5D7Fd,314.0,5.0,73.0,73.08,6.0,1974.0,Logement,54395,Boulevard Charles V 54000 Nancy,4.296661193212917
6679,ASOiixBD7-A5KbHWN5vtP,180.0,4.0,49.0,304.0,5.0,1947.0,Maison Individuelle,55170,76 Rue du Cygne 55150 Écurey-en-Verdunois,0.5921052631578947
6680,A4tMIX-XO6_JJMmTAe9Zw,21.75,1.0,0.71,52.0,7.0,1.0,Maison Individuelle,56017,Kerlo 56500 Bignan,0.4182692307692308
6681,-vTKeZn6vl9XA8X2ymiXj,126.81,3.0,29.67,68.68,4.0,2006.0,Logement,57043,16 Rue de la Parrière 57300 Ay-sur-Moselle,1.8463890506697727
6682,PSEkegEBAQzn5fmr8QdVI,185.0,4.0,48.0,135.21,5.0,1974.0,Maison Individuelle,58269,route de forges 58270 Saint-Sulpice,1.3682419939353598
6685,N9s--QyzZXchENqI10ZNG,347.0,6.0,84.0,98.0,7.0,1974.0,Maison Individuelle,61006,9 Avenue de Paris 61200 Argentan,3.5408163265306123
6686,f7K7evQEHydVaVpPAYmVi,208.84,4.0,35.67,116.37,4.0,1997.0,Maison Individuelle,62132,20 Rue Jules Ferry 62138 Billy-Berclau,1.7946206066855719
6689,lkkud9cXZzEJX5vO3U_ug,481.0,7.0,6.0,52.0,2.0,1975.0,Maison Individuelle,65360,Chemin la Peyrere et de la Coste 65270 Peyrouse,9.25
6690,Tt_osWr_yRgKPXtYq05Ab,189.71,4.0,44.39,75.85,5.0,1980.0,Maison Individuelle,66011,4 Rue des Amandiers 66670 Bages,2.5011206328279503
6691,6lReJD3vdLjCokXQMIuQG,320.3,5.0,17.46,70.6,3.0,1980.0,Logement,67038,6 Rue de Hoerdt 67720 Bietlenheim,4.536827195467422
6692,dLGSP2nkirnhRMW6UhDOp,249.41,5.0,58.36,37.0,6.0,2012.0,Logement,68083,Rue du Maréchal de Lattre de Tassigny (Pont) Flers-en-Escrebieux,6.740810810810811
6694,CloV6p0c2XbKdIRiqO-DB,358.89,6.0,18.07,45.0,3.0,1950.0,Logement,70248,2 Rue des Creuses 70400 Frahier-et-Chatebier,7.975333333333333
6695,DoigNIMBbtjCEhX66nR6j,352.0,6.0,83.0,75.06,7.0,1961.0,Maison Individuelle,71190,93 Rue Jean Bouveri 71360 Épinac,4.689581667998934
6699,2fp18K8ZCpL8HkNeVSbJS,246.0,5.0,73.0,12.0,6.0,1947.0,Logement,75116,3 Rue Nicolo 75016 Paris,20.5
6703,9BnjF4pbq58L8xBm6L960,218.62,4.0,10.87,89.26,2.0,2012.0,Maison Individuelle,79031,Rue de la Gare 79360 Beauvoir-sur-Niort,2.449249383822541
6706,CJi062YKCX4h4bVILxlM8,47.97,1.0,1.09,71.1,1.0,2013.0,Maison Individuelle,82027,1 Rue des Eglantiers 82370 Campsas,0.6746835443037975
6708,1HL9BQfyYXQTi6UGRcFR3,212.7,4.0,10.7,91.0,2.0,2001.0,Maison Individuelle,84141,109 Allée de la Verdiere 84270 Vedène,2.337362637362637
6709,ZK0IErG6_J5dkzpVOlK6-,159.0,4.0,37.0,91.61,5.0,1989.0,Maison Individuelle,85220,22 Rue louis marchegay 85110 Saint-Germain-de-Prinçay,1.7356183822726776
6712,lfD9dbUVYtt0_OCS3VGO5,421.63,6.0,126.49,78.0,7.0,1965.0,Maison Individuelle,88115,Rue de Providence 88430 Corcieux,5.40551282051282
6713,yajHX44lLYJG1tVRiRY9N,259.03,5.0,13.66,87.93,3.0,2006.0,Maison Individuelle,89353,Rue du Fourneau 89330 Saint-Martin-d'Ordon,2.9458660297964285
6717,YxhKR8GCqm6UDLa8ph1yP,199.84,4.0,46.76,150.0,5.0,1974.0,Maison Individuelle,93077,55 Rue Marc Vieville 93250 Villemomble,1.3322666666666667
6718,0RQdOJQt4ITQox-5apsCb,180.53,4.0,7.31,66.5,2.0,1990.0,Logement,94080,44 Rue de Fontenay 94300 Vincennes,2.714736842105263
6719,JCkCpliNrxYwcEGHsi_zE,261.49,5.0,10.57,30.67,2.0,2000.0,Logement,95306,91 Rue Rene Benay 95220 Herblay-sur-Seine,8.525921095533095
6720,YMmwysRKqSkDEu1LGOZvD,307.0,5.0,10.0,74.98,2.0,1947.0,Maison Individuelle,01500,Chemin de la conche Reilhanette,4.094425180048012
6722,YkjRUYaXVPQ567mAmKPAf,180.78,4.0,42.3,95.0,5.0,1940.0,Maison Individuelle,03140,Rue du Cher 03100 Lavault-Sainte-Anne,1.9029473684210527
6727,6sHHWQvXI881_Uh9HsuAX,164.0,4.0,38.0,144.61,5.0,1982.0,Maison Individuelle,08194,23 Rue de Bellevue 08200 Glaire,1.1340847797524374
6729,gS1p_e0VpmJYpdp_-mHEE,57.94,2.0,13.56,935.44,3.0,2006.0,Maison Individuelle,10115,1 Rue de la République 10150 Creney-près-Troyes,0.06193876678354571
6730,57nWeaqwsMNKPF-9YfLEj,282.0,5.0,17.0,118.0,3.0,1980.0,Maison Individuelle,11200,Chemin de Cantaranne Avignonet-Lauragais,2.389830508474576
6732,zTKAD5Y67xg73cjgh2exA,163.51,4.0,6.27,71.0,2.0,2007.0,Logement,13047,60 Avenue Saint-exupéry 13800 Istres,2.302957746478873
6736,W7JYx6IlbPLfw6JaDV3j1,259.16,5.0,12.76,58.42,3.0,1950.0,Maison Individuelle,17140,32 Rue de la Paix 17550 Dolus-d'Oléron,4.436152002738789
6737,RPVqq-V-3vneOolIzd-LT,176.41,4.0,33.01,115.89,4.0,1998.0,Maison Individuelle,18016,Lieu Dit Bel Air 18220 Aubinges,1.5222193459314868
6739,sjl6egcEY6rY5bFqcVc3U,40.0,1.0,1.0,1388.0,1.0,1947.0,Maison Individuelle,21450,1 Rue du Moulin 21190 Nantoux,0.02881844380403458
6741,QImjTzLiuRl0AmLcI4tiJ,302.16,5.0,17.49,111.56,3.0,2005.0,Maison Individuelle,23006,Rue du Lavoir 23210 Arrènes,2.708497669415561
6743,F5yVYlxMIGY4H3cExmhxK,200.0,4.0,11.0,119.0,3.0,2010.0,Maison Individuelle,25287,54 Chemin du Marquis 25320 Grandfontaine,1.680672268907563
6745,O8v1QLTJQ-cNb29I_6xPw,382.16,6.0,12.44,142.9,3.0,1880.0,Maison Individuelle,27338,5 Rue du Bout de Bas 27910 Les Hogues,2.6743177046885935
6746,PGCuEXzY8ZtvRd7YfI7VM,308.53,5.0,72.2,65.75,6.0,1948.0,Maison Individuelle,28088,90 Rue de Jallans 28200 Châteaudun,4.692471482889734
6750,56mVugcvAvxSFeGGlvZi7,146.3,3.0,4.43,61.59,1.0,2010.0,Logement,30189,84 Route de Saint-Gilles 30000 Nîmes,2.3753856145478163
6752,iyJR2R4usBt9pHupj_0sd,305.7,5.0,12.45,109.38,3.0,1989.0,Maison Individuelle,32119,104 Chemin de Bariquere 32800 Eauze,2.7948436642896324
6754,mv1VyemwLLezne5MpC9Bz,161.35,4.0,37.76,78.11,5.0,1965.0,Logement,34172,70 Rue de Las Sorbes 34070 Montpellier,2.0656766099091026
6757,IwxasvePF9LTXmgnjpbxf,295.66,5.0,72.42,260.0,6.0,1948.0,Maison Individuelle,37159,Les Gasniers 37260 Monts,1.1371538461538462
6758,VIunj9TqePZO_W5nuTKhV,377.45,6.0,88.32,48.04,7.0,1974.0,Logement,38185,6 Rue André Argouges 38100 Grenoble,7.85699417152373
6759,jXzd92qS3os9vobJxkMuM,361.51,6.0,5.85,81.36,1.0,1948.0,Maison Individuelle,39021,129 Chemin de la Fontaine - Arthenas 39270 La Chailleuse,4.443338249754179
6762,xKauXtOgW_2vl_ixOlEYb,339.0,6.0,80.0,88.0,6.0,1962.0,Maison Individuelle,42304,447 Route de la Devalla 42450 Sury-le-Comtal,3.852272727272727
6763,UY2Z41KjuxfKALZdbFv_t,186.0,4.0,46.0,200.0,5.0,1974.0,Maison Individuelle,43187,Rue de la Boucle 43350 Saint-Geneys-près-Saint-Paulien,0.93
6764,oW719_VXxA4hfQ6yKUBOG,156.77,4.0,6.58,80.0,2.0,1999.0,Maison Individuelle,44211,rue colbert 44420 La Turballe,1.9596250000000002
6765,GyjtKJpmW3cX0uz5cOvKI,428.0,6.0,25.0,56.0,4.0,1989.0,Maison Individuelle,45630,Chemin des Vignes Bouy,7.642857142857143
6771,n9EA_fvDYJ-81wbloP4_k,208.75,4.0,48.85,105.0,5.0,1974.0,Maison Individuelle,51454,58c avenue d'Epernay 51100 Reims,1.9880952380952381
6773,H3yppodFVQbci_EWjLLAv,334.46,6.0,63.27,167.16,6.0,1966.0,Maison Individuelle,53042,5 Rue de la Fontaine 53120 Brecé,2.0008375209380236
6774,ywIaQuYUN0WQ3bY0BKg0E,245.0,5.0,13.0,84.24,3.0,2006.0,Maison Individuelle,54174,11 Les Rives de Franchemare 54200 Écrouves,2.908357075023742
6778,Wq0m-CYAQTXyP3IolI9gm,323.0,5.0,14.0,84.0,3.0,1974.0,Maison Individuelle,58450,Chemin du Colombier Châteauvieux,3.8452380952380953
